1352477,286823
1340627,286919
1340454,287539
1339604,288046
1338994,288179
1338351,288158
1334318,286740
1332745,286024
1319376,276454
1316673,273781
1315362,272075
1314486,270823
1314482,270577
1313996,268826
1312441,265119
1311815,264173
1308397,260710
1300209,255068
1298175,254020
1293223,251967
1292639,251791
1290292,252196
1289838,252480
1289600,253007
1289639,253531
1292983,258444
1293325,258840
1296941,261376
1298059,262562
1298250,263083
1298199,263762
1297839,264230
1297085,264950
1296116,265550
1295569,265774
1293515,265466
1289345,264664
1288026,264406
1286426,263658
1282861,262477
1276321,260445
1274028,260386
1273385,262059
1273094,262230
1273045,262656
1273124,263006
1274579,266073
1275830,266259
1276162,266402
1277231,268477
1280585,274223
1280938,275389
1281009,276066
1281382,280746
1281323,283028
1281084,285620
1280847,286148
1280361,286432
1279929,286099
1279797,285485
1272065,268538
1255263,251683
1245361,244672
1244808,244433
1242689,243600
1232359,240721
1230219,240503
1229548,240543
1228270,240837
1227206,241252
1226814,241627
1225526,245771
1225504,246387
1225665,247001
1228346,248906
1229481,249323
1231339,248898
1232341,248422
1233589,248128
1234353,248180
1236564,249074
1238744,249969
1245605,254029
1246275,254740
1248391,256277
1248522,256891
1248254,257418
1247770,257702
1247187,257525
1236558,261421
1236921,266684
1237052,269658
1234417,273777
1234158,275044
1233023,279371
1232672,280577
1232103,281539
1231711,281914
1230771,282511
1230224,282703
1229613,282834
1228329,282820
1229019,281764
1229442,281389
1230403,280052
1233109,274256
1233285,273669
1233367,272990
1231663,260488
1231320,259476
1230717,258264
1229069,252747
1227914,250884
1224000,245791
1223446,245552
1222992,245835
1222755,246362
1222734,247132
1223680,251740
1223941,252969
1224885,255112
1225115,256341
1225255,257725
1225059,259083
1223232,264220
1221786,268212
1220866,270379
1218945,273084
1217767,274176
1216435,275148
1215408,273590
1215241,273174
1216654,270649
1216829,270030
1216851,269291
1216690,268677
1216499,268125
1210701,256465
1210139,255518
1209116,254268
1204082,244908
1199165,232561
1197035,225721
1196564,224649
1196003,223733
1195414,222939
1194581,222242
1191873,220336
1187880,218138
1186838,217659
1186225,217481
1184760,217377
1184214,217599
1183276,218165
1182554,218974
1181965,220705
1181944,221475
1182164,222027
1182825,223650
1184223,228251
1184352,228865
1184301,229605
