939927,439281
940149,436439
941376,433322
943425,429225
946636,427530
956450,415681
956527,415525
957519,412998
957849,410305
958049,394204
957723,392425
957023,390967
956524,390704
955922,390691
955283,390310
955169,390159
954109,387600
953921,386773
952960,378385
953502,376426
957376,364715
957626,363968
963737,350088
965926,345239
969341,338779
970886,336046
971447,334856
973092,331041
973216,330667
973201,330205
972610,327880
972305,319253
972344,318789
975805,296715
977835,285945
982529,268482
984041,263618
992572,248516
993376,247562
993981,247109
995417,246472
995846,246395
997292,246278
994587,241287
992847,233973
993541,232221
993802,231224
993851,229556
993769,228757
993513,227593
990868,218275
980796,190825
977499,180028
965968,149804
959160,145373
958871,142298
960177,136548
952759,114028
943717,95629
931763,62329
929676,56425
926697,47838
924455,44731
924153,45203
923483,45809
914349,52872
909214,55738
908013,56360
902814,58916
897790,61187
892068,63228
885945,65215
880004,67100
873285,68756
869826,69338
866731,69633
864820,69589
859911,69433
859298,69325
855272,68376
853234,67439
852777,67172
851726,66427
848655,65483
848390,65489
848153,65526
838700,70220
833135,73110
828866,75576
822924,76781
823406,71965
820837,62005
820438,61921
819564,61909
818930,62014
811736,66413
788904,78584
787799,79035
782703,80356
782279,80425
781615,80344
780444,80149
777709,78378
770978,77548
767531,76942
766463,76497
765925,76013
762536,72801
761539,71769
760728,70734
759557,68596
757752,66622
751920,60702
745063,54855
744768,54644
739811,53787
737918,53468
735038,52895
734111,52784
733556,52822
733505,52946
733781,53866
733888,53988
737098,54654
737950,54797
738898,54723
739349,54809
740203,55445
742026,61118
742088,61794
741506,65713
741402,65869
741117,65925
741139,69968
740985,70340
740439,71086
738996,72152
737861,72785
735676,73281
732998,71398
731852,70797
731613,70769
726863,74492
727258,75153
727590,75499
727861,75958
727866,76389
727551,76608
727420,76610
721206,75759
718658,70647
717128,69076
716491,66456
717610,64677
717730,63482
717044,61364
716911,61243
715742,60855
715478,60858
714180,60872
709955,61688
709305,62803
709070,63082
706971,64890
706733,64923
706573,64863
698037,57864
694311,53622
693831,54947
693726,55102
692459,55360
692274,55361
692007,55087
691682,54166
691542,53305
691505,52104
699321,28877
699578,28228
700549,27634
703726,26217
704069,26244
704811,26545
705980,27395
706725,27942
707098,28338
712205,37153
711994,37093
710379,36680
710381,36864
712021,39618
713278,41113
714907,42666
715040,42788
718394,45059
719483,45509
720144,45563
720855,45401
722009,46804
723957,48413
724410,48715
729149,51368
729680,51608
731700,52414
732656,52741
732894,52738
733025,52613
732969,52429
723689,45860
722864,45408
721666,44907
720156,44300
718429,43458
717336,42577
714230,38824
711898,35585
709967,32742
709615,31853
708829,29860
708283,28228
705767,26332
703102,25336
701036,25821
698643,27006
697491,27878
695131,29348
690063,32103
681666,34759
675948,36095
674392,36291
672570,36366
671225,36344
669005,35990
668159,35811
667022,35418
659478,31708
651477,26780
650428,26276
644166,23533
643242,23168
639704,21858
636142,20701
630919,19302
628467,18909
626728,18852
620905,19020
619535,19300
618640,19671
616349,20660
616059,20876
616139,21060
621492,22313
624498,22922
627137,24208
628616,25066
629040,25650
630872,29678
630846,29893
629899,31035
629610,31221
628450,31594
627710,31288
627499,31011
618980,32355
614896,35963
609039,39018
593937,40314
579910,43407
579487,43468
575053,42381
574974,42226
574975,41765
575852,39334
576196,38904
576513,38720
577490,38445
577939,38416
590140,33969
614796,21617
613425,21957
603648,24768
599966,25913
596502,27416
592677,28953
591780,29291
588983,30274
580035,33247
577870,33828
571321,35321
570265,35534
569605,35562
568049,35312
565597,34442
563094,33356
561725,32427
560807,31069
560281,30575
558517,29521
557964,29303
557279,29239
556988,29423
556617,29821
556431,30159
556430,30406
558393,34200
559522,35867
560284,36553
556962,35827
551916,48335
551724,55693
550942,58922
550729,59229
550570,59289
543572,61871
543202,61838
536857,60941
536620,60693
532285,54534
529311,49871
527530,51306
523089,55000
504334,70149
498712,73638
493242,77526
488088,81199
484799,83750
484557,84025
482364,85663
477523,89181
473512,91752
460265,97992
458663,98648
451323,101166
448680,102022
444357,103285
441265,103948
438736,104187
433767,104081
430477,103752
425375,102007
418546,98782
417413,98239
416441,97607
411665,94228
410733,92887
410529,92390
410177,91306
410161,90689
409728,89665
409417,89229
404024,86574
400522,85061
385498,79871
373171,74438
371277,73750
370080,73909
366187,74872
358195,75217
350066,74597
325346,71334
324081,70993
323224,70293
322692,69354
322158,66473
321352,61828
319974,56829
319388,55950
318120,54837
317433,54788
314739,57459
313848,58051
313339,58253
312270,58594
300299,62114
299739,62222
299051,62172
291579,60198
280975,56707
279087,56033
276590,54476
275022,52916
273724,51211
273083,49680
272745,48620
272455,46854
271855,44028
270878,39741
270493,39359
269345,38829
267847,38535
265101,38324
263855,38377
261468,38547
254289,37942
252840,37740
243897,35310
227883,30895
216708,27528
204469,24447
191192,22329
178765,20166
176697,19619
172754,18377
160007,13892
152512,10420
144582,7943
142409,7446
138785,6883
132516,6355
129361,6521
125819,7070
113610,10213
102811,13535
101737,13855
94523,15702
93399,15956
86497,17318
85859,17348
78904,17064
78218,16998
77456,16868
66405,13244
65267,12690
64864,12298
64569,11849
64439,11286
63340,2319
63339,308
63355,0
63007,74
61197,1280
58680,3345
57849,4044
55894,5983
55186,6844
54527,7799
53989,8947
52796,12999
52686,13582
48835,17710
44206,21457
37780,25476
36946,26174
35449,27826
34787,28781
34366,30182
33563,52455
33583,53075
36204,66803
36780,69000
41725,83961
42074,84938
42501,85951
43784,88989
45465,93130
45730,94195
45752,94815
45460,96316
40818,111578
35918,123917
35455,125068
35186,125612
34244,127233
29943,134094
28239,136388
27091,137813
24005,140868
19153,147296
14397,154843
13579,156563
12493,159755
12050,161991
11964,164092
12230,165159
12445,165666
13637,167525
17293,177253
20592,186743
20913,187812
21630,190604
22452,193958
22717,195086
22786,196358
22656,197807
22514,198480
21898,200459
21430,201673
25897,227651
24739,234430
24641,235817
24744,236442
25252,238169
26411,241446
27650,244789
35007,265640
33566,298081
30139,373545
29379,390521
28661,404383
28153,415639
27395,431036
26832,441471
26568,447977
25545,468001
23669,506541
23269,515553
23012,521974
21854,546630
21054,563571
20550,572825
17907,629819
15236,688481
13023,738256
12062,761372
10064,810659
8729,846123
6792,895411
1219,1039132
252,1065798
0,1071014
10130,1071270
22274,1071688
42031,1072554
80492,1073559
138544,1075672
170483,1076944
173183,1077048
190071,1077588
197974,1077637
203895,1077571
216449,1077696
221102,1077777
234505,1078370
240644,1078727
246784,1079081
249426,1079109
281674,1079237
333194,1079760
337154,1079796
343150,1079986
371805,1080795
414828,1081757
420765,1081857
423031,1081882
425182,1081906
427420,1081931
429599,1081954
431837,1081978
439265,1082055
467889,1082104
476636,1082113
527135,1082149
544741,1082189
555666,1082223
564497,1082245
568224,1082253
578518,1082332
588037,1082434
593944,1082468
636981,1082516
641340,1082505
647906,1082487
648565,1082393
652922,1073431
654459,1070535
659548,1060155
660317,1058983
660688,1058613
662029,1057685
662544,1057406
664144,1056785
665346,1056534
666834,1056527
668583,1057165
669934,1058266
671718,1060287
672844,1062127
673078,1063325
673110,1063879
672659,1065418
668019,1078815
666773,1082418
668092,1082443
671048,1082399
679705,1082234
722802,1081588
758217,1081118
763207,1081067
769029,1081005
771984,1081035
774136,1081073
777004,1081071
790055,1081012
843646,1080612
844952,1080532
863384,1080141
873369,1079971
874833,1079945
902813,1079493
904938,1079452
907119,1079410
915759,1079270
925059,1079143
937407,1079098
939976,1079098
941773,1079097
964800,1078642
966207,1078610
998340,1077768
1002501,1077540
1021966,1076660
1026905,1076465
1029031,1076408
1030438,1076369
1031904,1076329
1048971,1075914
1069751,1075462
1079125,1075334
1113910,1074329
1127189,1073736
1139150,1073270
1163107,1072338
1167396,1072246
1178876,1071859
1193092,1071361
1207857,1070828
1211968,1070546
1221690,1069979
1227967,1069730
1228589,1069816
1229080,1069469
1229560,1068491
1229336,1066490
1229037,1065513
1228504,1064421
1227743,1063431
1225592,1061507
1218935,1056423
1213565,1052430
1192352,1038199
1191269,1037715
1186832,1037482
1185530,1037253
1183447,1036158
1180621,1032865
1176110,1026731
1173540,1021760
1172933,1020856
1162684,1006809
1158182,1002155
1157271,1001540
1150355,998981
1149198,998683
1139849,996886
1135625,996542
1127500,993553
1120148,990472
1118138,989461
1117161,988537
1106680,977286
1098967,967174
1098588,966106
1097996,962053
1097861,958847
1095580,951208
1095119,950236
1094259,948750
1091080,943734
1088638,939742
1087716,937766
1087425,936696
1085846,929434
1085456,926238
1085414,923246
1085323,922200
1084337,919054
1083874,917989
1083269,916929
1079538,911652
1078936,910653
1078618,909646
1078556,908598
